Data;Temp ambiente;Comp;Degelo;Temp evap;SH;Temp succao; ;
2025-08-10 18:35:00.0;-15,9;1;0;-30;14,4;-15,6;;0
2025-08-10 18:40:00.0;-15,8;1;0;-29,9;14,4;-15,5;;0
2025-08-10 18:45:00.0;-15,6;1;0;-29,9;14,6;-15,3;;0
2025-08-10 18:50:00.0;-15,5;1;0;-29,9;14,7;-15,3;;0
2025-08-10 18:55:00.0;-15,4;1;0;-29,9;14,8;-15,2;;0
2025-08-10 19:00:00.0;-15,3;1;0;-30;14,9;-15,1;;0
2025-08-10 19:05:00.0;-15,3;1;0;-30;15;-15;;0
2025-08-10 19:10:00.0;-16,4;1;0;-30,6;14,3;-16,2;;0
2025-08-10 19:15:00.0;-17,3;1;0;-31;13,8;-17,1;;0
2025-08-10 19:20:00.0;-17,8;1;0;-31,3;13,5;-17,7;;0
2025-08-10 19:25:00.0;-18,2;1;0;-31,4;13,2;-18,2;;0
2025-08-10 19:30:00.0;-18,8;1;0;-31,6;12,9;-18,7;;0
2025-08-10 19:35:00.0;-19;1;0;-31,7;12,7;-19;;0
2025-08-10 19:40:00.0;-19,3;1;0;-31,7;12,5;-19,2;;0
2025-08-10 19:45:00.0;-19,5;1;0;-31,8;12,4;-19,5;;0
2025-08-10 19:50:00.0;-19,7;1;0;-31,9;12,3;-19,6;;0
2025-08-10 19:55:00.0;-19,8;1;0;-32;12,2;-19,8;;0
2025-08-10 20:00:00.0;-19,9;1;0;-32;12;-20;;0
2025-08-10 20:05:00.0;-20;1;0;-32;11,9;-20,1;;0
2025-08-10 20:10:00.0;-20,1;1;0;-32,2;12,1;-20,1;;0
2025-08-10 20:15:00.0;-20,2;1;0;-31,9;11,7;-20,2;;0
2025-08-10 20:20:00.0;-19,6;1;0;-31,9;12,4;-19,5;;0
2025-08-10 20:25:00.0;-20;1;0;-32,1;12,2;-19,9;;0
2025-08-10 20:30:00.0;-17,5;1;0;-31;13,1;-17,8;;0
2025-08-10 20:35:00.0;-18,6;1;0;-31,5;13,1;-18,4;;0
2025-08-10 20:40:00.0;-19,3;1;0;-31,8;12,5;-19,3;;0
2025-08-10 20:45:00.0;-19,7;1;0;-31,9;12,3;-19,7;;0
2025-08-10 20:50:00.0;-19,9;1;0;-32;12,1;-19,9;;0
2025-08-10 20:55:00.0;-20,1;1;0;-32,1;12;-20,1;;0
2025-08-10 21:00:00.0;-20,2;1;0;-32,2;11,9;-20,2;;0
2025-08-10 21:05:00.0;-20,2;1;0;-30,2;10,1;-20,2;;0
2025-08-10 21:10:00.0;-20,2;1;0;-30;9,8;-20,2;;0
2025-08-10 21:15:00.0;-20,2;1;0;-29,6;9,5;-20,2;;0
2025-08-10 21:20:00.0;-20,2;1;0;-29,9;9,7;-20,2;;0
2025-08-10 21:25:00.0;-20,1;1;0;-29,4;9,3;-20,1;;0
2025-08-10 21:30:00.0;-20,1;1;0;-29,8;9,7;-20,1;;0
2025-08-10 21:35:00.0;-20,2;1;0;-29,9;9,8;-20,1;;0
2025-08-10 21:40:00.0;-20,2;1;0;-29,9;9,8;-20,1;;0
2025-08-10 21:45:00.0;-20,2;1;0;-30;9,9;-20,1;;0
2025-08-10 21:50:00.0;-20,2;1;0;-29,6;9,5;-20,1;;0
2025-08-10 21:55:00.0;-20,1;1;0;-29,9;9,8;-20,1;;0
2025-08-10 22:00:00.0;-20,1;1;0;-30;9,9;-20,1;;0
2025-08-10 22:05:00.0;-20,1;1;0;-30;10;-20,1;;0
2025-08-10 22:10:00.0;-20,1;1;0;-30,1;10;-20,1;;0
2025-08-10 22:15:00.0;-20,2;1;0;-30,1;10;-20,1;;0
2025-08-10 22:20:00.0;-20,1;1;0;-29,6;9,5;-20,1;;0
2025-08-10 22:25:00.0;-20,1;1;0;-29,9;9,8;-20,1;;0
2025-08-10 22:30:00.0;-20,1;1;0;-30;9,9;-20,1;;0
2025-08-10 22:35:00.0;-20,2;1;0;-30,1;10;-20,1;;0
2025-08-10 22:40:00.0;-20,2;1;0;-30;9,9;-20,1;;0
2025-08-10 22:45:00.0;-20,1;1;0;-30;9,9;-20,1;;0
2025-08-10 22:50:00.0;-19,1;0;0;-30,4;10,9;-19,5;;0
2025-08-10 22:55:00.0;-19,7;1;0;-32,5;12,8;-19,6;;0
2025-08-10 23:00:00.0;-20,2;1;0;-32,2;12;-20,2;;0
2025-08-10 23:05:00.0;-20,3;1;0;-29,3;9,1;-20,2;;0
2025-08-10 23:10:00.0;-20,1;1;0;-28;7,9;-20,2;;0
2025-08-10 23:15:00.0;-20,1;1;0;-29,5;9,4;-20,1;;0
2025-08-10 23:20:00.0;-20,1;1;0;-29,8;9,8;-20,1;;0
2025-08-10 23:25:00.0;-20,2;1;0;-29,9;9,8;-20,1;;0
2025-08-10 23:30:00.0;-20,2;1;0;-30;9,9;-20,1;;0
2025-08-10 23:35:00.0;-20,1;1;0;-30,1;10;-20,1;;0
2025-08-10 23:40:00.0;-20,1;1;0;-30;9,9;-20,1;;0
2025-08-10 23:45:00.0;-20,1;1;0;-29,7;9,6;-20,1;;0
2025-08-10 23:50:00.0;-20,1;1;0;-29,9;9,8;-20,1;;0
2025-08-10 23:55:00.0;-20,1;1;0;-30;9,9;-20,1;;0
