Data;Temp ambiente;Comp;Degelo;Temp evap;SH;Temp succao; ;;;
2025-08-16 09:25:00.0;-17,5;1;0;-32,6;15,3;-17,3;;;;
2025-08-16 09:30:00.0;-18,1;1;0;-32,8;14,8;-18;;;;
2025-08-16 09:35:00.0;-18,5;1;0;-32,9;14,4;-18,5;;;;
2025-08-16 09:40:00.0;-17,9;1;0;-32,7;14,9;-17,8;;;;
2025-08-16 09:45:00.0;-16,5;1;0;-32,1;15,5;-16,6;;;;
2025-08-16 09:50:00.0;-16,6;1;0;-32,2;15,8;-16,4;;;;
2025-08-16 09:55:00.0;-17,5;1;0;-32,7;15,3;-17,4;;;;
2025-08-16 10:00:00.0;-17,8;1;0;-32,7;14,8;-17,9;;;;
2025-08-16 10:05:00.0;-18,1;1;0;-32,8;14,9;-18;;;;
2025-08-16 10:10:00.0;-17,7;1;0;-32,5;14,7;-17,8;;;;
2025-08-16 10:15:00.0;-18,1;1;0;-32,9;14,8;-18;;;;
2025-08-16 10:20:00.0;-18;1;0;-32,8;14,5;-18,2;;;;
2025-08-16 10:25:00.0;-18,3;1;0;-33;14,8;-18,2;;;;
2025-08-16 10:30:00.0;-18,6;1;0;-33,1;14,5;-18,6;;;;
2025-08-16 10:35:00.0;-19;1;0;-33,2;14,3;-18,9;;;;
2025-08-16 10:40:00.0;-17,4;1;0;-32,7;15,3;-17,4;;;;
2025-08-16 10:45:00.0;-18,3;1;0;-32,8;14,6;-18,2;;;;
2025-08-16 10:50:00.0;-18,8;1;0;-33,2;14,4;-18,8;;;;
2025-08-16 10:55:00.0;-19,1;1;0;-33,3;14,3;-19,1;;;;
2025-08-16 11:00:00.0;-19,2;1;0;-33,4;14,1;-19,3;;;;
2025-08-16 11:05:00.0;-17,8;1;0;-32,6;14,4;-18,2;;;;
2025-08-16 11:10:00.0;-18,5;1;0;-33,2;14,7;-18,4;;;;
2025-08-16 11:15:00.0;-18,9;1;0;-33;14,1;-18,9;;;;
2025-08-16 11:20:00.0;-19,2;1;0;-33,6;14,4;-19,2;;;;
2025-08-16 11:25:00.0;-19,4;1;0;-33,6;14,2;-19,4;;;;
2025-08-16 11:30:00.0;-19,5;1;0;-33,3;13,7;-19,6;;;;
2025-08-16 11:35:00.0;-19,7;1;0;-33,7;14;-19,7;;;;
2025-08-16 11:40:00.0;-19,9;1;0;-33,5;13,7;-19,8;;;;
2025-08-16 11:45:00.0;-19,9;1;0;-33,8;13,9;-19,9;;;;
2025-08-16 11:50:00.0;-19,9;1;0;-33,6;13,6;-20;;;;
2025-08-16 11:55:00.0;-20;1;0;-33,8;13,7;-20,1;;;;
2025-08-16 12:00:00.0;-19,8;0;1;-32,8;12,7;-20,1;;;;
2025-08-16 12:05:00.0;-18,5;0;1;-29;9,7;-19,3;;;;
2025-08-16 12:10:00.0;-17,1;0;1;-27,5;9,7;-17,8;;;;
2025-08-16 12:15:00.0;-16;0;1;-26,6;10,6;-16;;;;
2025-08-16 12:20:00.0;-14,9;0;1;-25,3;12,2;-13,1;;;;
2025-08-16 12:25:00.0;-13,9;0;1;-24,1;13;-11,2;;;;
2025-08-16 12:30:00.0;-12,7;0;1;-24;14,4;-9,6;;;;
2025-08-16 12:35:00.0;-12,7;0;1;-24,7;16;-8,6;;;;
2025-08-16 12:40:00.0;-11,9;0;1;-23,3;15,9;-7,4;;;;
2025-08-16 12:45:00.0;-11,3;0;1;-26,6;19,9;-6,6;;;;
2025-08-16 12:50:00.0;-14,9;1;0;-30,9;19;-12;;;;
2025-08-16 12:55:00.0;-14,6;1;0;-30,7;16,9;-13,8;;;;
2025-08-16 13:00:00.0;-15,1;1;0;-31,1;16,6;-14,5;;;;
2025-08-16 13:05:00.0;-15,5;1;0;-31,3;16,1;-15,2;;;;
2025-08-16 13:10:00.0;-15,5;1;0;-31,4;16,2;-15,2;;;;
2025-08-16 13:15:00.0;-15,4;1;0;-31,3;16,3;-15;;;;
2025-08-16 13:20:00.0;-15,3;1;0;-31,4;16,5;-14,9;;;;
2025-08-16 13:25:00.0;-15,2;1;0;-31,4;16,6;-14,8;;;;
2025-08-16 13:30:00.0;-14,7;1;0;-31,2;17;-14,1;;;;
2025-08-16 13:35:00.0;-14,7;1;0;-31,3;17;-14,3;;;;
2025-08-16 13:40:00.0;-14,7;1;0;-31,4;16,9;-14,5;;;;
2025-08-16 13:45:00.0;-15,3;1;0;-31,6;16,2;-15,4;;;;
2025-08-16 13:50:00.0;-16,7;1;0;-32,2;15,7;-16,5;;;;
2025-08-16 13:55:00.0;-17,2;1;0;-32,4;15,3;-17,1;;;;
2025-08-16 14:00:00.0;-17,7;1;0;-32,8;15,2;-17,6;;;;
2025-08-16 14:05:00.0;-18;1;0;-32,8;14,9;-17,9;;;;
2025-08-16 14:10:00.0;-18,4;1;0;-32,9;14,5;-18,3;;;;
2025-08-16 14:15:00.0;-18,6;1;0;-33;14,5;-18,5;;;;
2025-08-16 14:20:00.0;-18,8;1;0;-32,8;14,1;-18,7;;;;
2025-08-16 14:25:00.0;-18,7;1;0;-33,2;14,5;-18,7;;;;
2025-08-16 14:30:00.0;-19,1;1;0;-33,1;14;-19;;;;
2025-08-16 14:35:00.0;-19,2;1;0;-33,4;14,2;-19,1;;;;
2025-08-16 14:40:00.0;-19,2;1;0;-33,1;13,9;-19,2;;;;
2025-08-16 14:45:00.0;-19,3;1;0;-33,3;13,9;-19,4;;;;
2025-08-16 14:50:00.0;-19,4;1;0;-33,4;14;-19,5;;;;
2025-08-16 14:55:00.0;-19,4;1;0;-33,3;13,9;-19,4;;;;
2025-08-16 15:00:00.0;-19,5;1;0;-33,3;13,8;-19,5;;;;
2025-08-16 15:05:00.0;-18,8;1;0;-33;13,8;-19,2;;;;
2025-08-16 15:10:00.0;-18,9;1;0;-33,1;14,3;-18,8;;;;
2025-08-16 15:15:00.0;-19,4;1;0;-33,4;14,1;-19,3;;;;
2025-08-16 15:20:00.0;-19,6;1;0;-33,4;13,8;-19,5;;;;
2025-08-16 15:25:00.0;-19,7;1;0;-33,5;13,8;-19,7;;;;
2025-08-16 15:30:00.0;-16,7;1;0;-32,2;15;-17,2;;;;
2025-08-16 15:35:00.0;-15;1;0;-31,7;16,6;-15,2;;;;
2025-08-16 15:40:00.0;-14,8;1;0;-31,7;16,9;-14,8;;;;
2025-08-16 15:45:00.0;-14,7;1;0;-31,6;17;-14,6;;;;
2025-08-16 15:50:00.0;-16;1;0;-32,1;16,5;-15,7;;;;
2025-08-16 15:55:00.0;-16,6;1;0;-32,3;15,9;-16,4;;;;
2025-08-16 16:00:00.0;-17,1;0;1;-34,5;17,2;-17,3;;;;
2025-08-16 16:05:00.0;-16,1;0;1;-30,8;14,1;-16,7;;;;
2025-08-16 16:10:00.0;-14,3;0;1;-28,6;13,3;-15,3;;;;
2025-08-16 16:15:00.0;-13,1;0;1;-29,6;15,9;-13,6;;;;
2025-08-16 16:20:00.0;-12,1;0;1;-27,8;15,9;-11,9;;;;
2025-08-16 16:25:00.0;-11,8;0;1;-28,4;18,6;-9,9;;;;
2025-08-16 16:30:00.0;-11,5;0;1;-26,6;18,1;-8,5;;;;
2025-08-16 16:35:00.0;-10,8;0;1;-26,6;19,2;-7,4;;;;
2025-08-16 16:40:00.0;-11,4;0;1;-27,1;20,2;-6,8;;;;
2025-08-16 16:45:00.0;-10,8;0;1;-26,4;20,8;-5,7;;;;
2025-08-16 16:50:00.0;-13,4;0;0;-23,9;28,8;4,9;;;;
2025-08-16 16:55:00.0;-12,7;1;0;-32;23,6;-8,3;;;;
2025-08-16 17:00:00.0;-12,3;1;0;-30,1;18,7;-11,3;;;;
2025-08-16 17:05:00.0;-11,8;1;0;-30,1;18,9;-11,2;;;;
2025-08-16 17:10:00.0;-12,5;1;0;-30,7;18,9;-11,8;;;;
2025-08-16 17:15:00.0;-12,9;1;0;-30,9;18,5;-12,4;;;;
2025-08-16 17:20:00.0;-13,2;1;0;-30,9;18,1;-12,8;;;;
2025-08-16 17:25:00.0;-13,4;1;0;-31;18,1;-12,9;;;;
2025-08-16 17:30:00.0;-13,5;1;0;-31,1;17,9;-13,1;;;;
2025-08-16 17:35:00.0;-11,8;1;0;-30,5;19,5;-11,1;;;;
2025-08-16 17:40:00.0;-12,4;1;0;-30,9;19;-11,9;;;;
2025-08-16 17:45:00.0;-13,6;1;0;-33,1;19,8;-13,4;;;;
2025-08-16 17:50:00.0;-15,1;1;0;-31,8;16,8;-14,9;;;;
2025-08-16 17:55:00.0;-15,9;1;0;-32,1;16,3;-15,7;;;;
2025-08-16 18:00:00.0;-16,4;1;0;-32,3;16;-16,2;;;;
2025-08-16 18:05:00.0;-16,8;1;0;-32,4;15,7;-16,7;;;;
2025-08-16 18:10:00.0;-17,2;1;0;-32,6;15,5;-17,1;;;;
2025-08-16 18:15:00.0;-17,6;1;0;-32,7;15,2;-17,5;;;;
2025-08-16 18:20:00.0;-17,8;1;0;-32,8;15,1;-17,7;;;;
2025-08-16 18:25:00.0;-17,8;1;0;-32,8;15;-17,8;;;;
2025-08-16 18:30:00.0;-18,1;1;0;-32,9;14,8;-18;;;;
2025-08-16 18:35:00.0;-18,4;1;0;-33;14,7;-18,3;;;;
2025-08-16 18:40:00.0;-18,5;1;0;-33;14,6;-18,4;;;;
2025-08-16 18:45:00.0;-18,6;1;0;-33,1;14,6;-18,6;;;;
2025-08-16 18:50:00.0;-18,7;1;0;-33,2;14,5;-18,7;;;;
2025-08-16 18:55:00.0;-18,8;1;0;-33,3;14,5;-18,8;;;;
2025-08-16 19:00:00.0;-19;1;0;-33,2;14,3;-19;;;;
2025-08-16 19:05:00.0;-19,1;1;0;-33,2;14,2;-19;;;;
2025-08-16 19:10:00.0;-19,1;1;0;-33,3;14,2;-19,1;;;;
2025-08-16 19:15:00.0;-19,2;1;0;-33,4;14,2;-19,2;;;;
2025-08-16 19:20:00.0;-19,3;1;0;-33,3;14,1;-19,3;;;;
2025-08-16 19:25:00.0;-19,4;1;0;-33,4;14;-19,4;;;;
2025-08-16 19:30:00.0;-19,4;1;0;-33,5;14;-19,5;;;;
2025-08-16 19:35:00.0;-19,3;1;0;-33,3;14,1;-19,2;;;;
2025-08-16 19:40:00.0;-19,4;1;0;-33,4;14;-19,4;;;;
2025-08-16 19:45:00.0;-19,6;1;0;-33,5;13,9;-19,6;;;;
2025-08-16 19:50:00.0;-19,6;1;0;-33,4;13,8;-19,7;;;;
2025-08-16 19:55:00.0;-19,7;1;0;-33,5;13,8;-19,7;;;;
2025-08-16 20:00:00.0;-19,8;1;0;-33,5;13,7;-19,8;;;;
2025-08-16 20:05:00.0;-19,8;1;0;-33,4;13,6;-19,8;;;;
2025-08-16 20:10:00.0;-19,9;1;0;-33,6;13,7;-19,9;;;;
2025-08-16 20:15:00.0;-19,9;1;0;-33,6;13,7;-19,9;;;;
2025-08-16 20:20:00.0;-20;1;0;-33,6;13,6;-20;;;;
2025-08-16 20:25:00.0;-19,9;1;0;-27;7,4;-19,6;;;;
2025-08-16 20:30:00.0;-18,9;1;0;-34,1;14,9;-19,2;;;;
2025-08-16 20:35:00.0;-17,6;1;0;-32,5;14,5;-18;;;;
2025-08-16 20:40:00.0;-16,3;1;0;-32,3;15,9;-16,4;;;;
2025-08-16 20:45:00.0;-16;1;0;-32,1;16;-16,1;;;;
2025-08-16 20:50:00.0;-17,2;1;0;-32,6;15,7;-17;;;;
2025-08-16 20:55:00.0;-17,9;1;0;-32,8;15,1;-17,7;;;;
2025-08-16 21:00:00.0;-18,3;1;0;-32,9;14,7;-18,2;;;;
2025-08-16 21:05:00.0;-18,6;1;0;-33;14,5;-18,5;;;;
2025-08-16 21:10:00.0;-18,9;1;0;-33,2;14,3;-18,9;;;;
2025-08-16 21:15:00.0;-19,1;1;0;-33,3;14,2;-19,1;;;;
2025-08-16 21:20:00.0;-16,9;1;0;-32,4;15,1;-17,2;;;;
2025-08-16 21:25:00.0;-15,9;1;0;-32,2;16,2;-16;;;;
2025-08-16 21:30:00.0;-17,2;1;0;-32,6;16,1;-17;;;;
2025-08-16 21:35:00.0;-17,6;1;0;-32,7;15,2;-17,6;;;;
2025-08-16 21:40:00.0;-18,2;1;0;-33;15;-18;;;;
2025-08-16 21:45:00.0;-18,5;1;0;-33,2;14,7;-18,5;;;;
2025-08-16 21:50:00.0;-18,8;1;0;-33,2;14,4;-18,8;;;;
2025-08-16 21:55:00.0;-19,1;1;0;-33,3;14,2;-19,1;;;;
2025-08-16 22:00:00.0;-19,1;1;0;-33,3;14,1;-19,2;;;;
2025-08-16 22:05:00.0;-18,2;1;0;-33;14,9;-18,1;;;;
2025-08-16 22:10:00.0;-18,7;1;0;-33,3;14,6;-18,7;;;;
2025-08-16 22:15:00.0;-18,9;1;0;-33,3;14,4;-18,9;;;;
2025-08-16 22:20:00.0;-19,3;1;0;-33,4;14,1;-19,3;;;;
2025-08-16 22:25:00.0;-19,5;1;0;-33,6;14;-19,5;;;;
2025-08-16 22:30:00.0;-19,7;1;0;-33,5;13,8;-19,7;;;;
2025-08-16 22:35:00.0;-19,8;1;0;-33,5;13,7;-19,8;;;;
2025-08-16 22:40:00.0;-20;1;0;-33,7;13,7;-20;;;;
2025-08-16 22:45:00.0;-20,1;1;0;-33,8;13,7;-20,1;;;;
2025-08-16 22:50:00.0;-20,1;1;0;-33,8;13,6;-20,1;;;;
2025-08-16 22:55:00.0;-20,1;1;0;-33,8;13,6;-20,2;;;;
2025-08-16 23:00:00.0;-20,2;1;0;-32,3;12;-20,2;;;;
2025-08-16 23:05:00.0;-20,2;1;0;-31,7;11,6;-20,2;;;;
2025-08-16 23:10:00.0;-20,2;1;0;-31,7;11,6;-20,2;;;;
2025-08-16 23:15:00.0;-20,1;1;0;-31,8;11,6;-20,2;;;;
2025-08-16 23:20:00.0;-20,2;1;0;-30,7;10,5;-20,2;;;;
2025-08-16 23:25:00.0;-20,1;1;0;-30,5;10,4;-20,1;;;;
2025-08-16 23:30:00.0;-20,2;1;0;-30,6;10,4;-20,1;;;;
2025-08-16 23:35:00.0;-20,1;1;0;-30,6;10,4;-20,1;;;;
2025-08-16 23:40:00.0;-20,1;1;0;-30,6;10,4;-20,1;;;;
2025-08-16 23:45:00.0;-20,2;1;0;-30,5;10,4;-20,1;;;;
2025-08-16 23:50:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-16 23:55:00.0;-20,2;1;0;-30,1;10;-20,2;;;;
2025-08-17 00:00:00.0;-20,2;0;1;-36,9;16,3;-20,6;;;;
2025-08-17 00:05:00.0;-19,1;0;1;-32,3;12,1;-20,1;;;;
2025-08-17 00:10:00.0;-17,3;0;1;-29,4;11,7;-17,7;;;;
2025-08-17 00:15:00.0;-16,3;0;1;-28,5;12,8;-15,7;;;;
2025-08-17 00:20:00.0;-15,7;0;1;-27,6;13,9;-13,7;;;;
2025-08-17 00:25:00.0;-14,6;0;1;-26,5;14,9;-11,7;;;;
2025-08-17 00:30:00.0;-13,6;0;1;-26,7;16,6;-10,2;;;;
2025-08-17 00:35:00.0;-13,1;0;1;-26,4;17,9;-8,5;;;;
2025-08-17 00:40:00.0;-12,5;0;1;-25,7;18,3;-7,4;;;;
2025-08-17 00:45:00.0;-12,6;0;1;-27,6;20,6;-7;;;;
2025-08-17 00:50:00.0;-16,4;1;0;-32,3;22,8;-9,5;;;;
2025-08-17 00:55:00.0;-16,9;1;0;-31,8;15,7;-16,1;;;;
2025-08-17 01:00:00.0;-17,2;1;0;-31,9;15;-17;;;;
2025-08-17 01:05:00.0;-17,2;1;0;-31,9;15;-16,9;;;;
2025-08-17 01:10:00.0;-16,9;1;0;-31,8;15,2;-16,6;;;;
2025-08-17 01:15:00.0;-16,7;1;0;-31,7;15,4;-16,3;;;;
2025-08-17 01:20:00.0;-16,3;1;0;-31,7;15,6;-16,1;;;;
2025-08-17 01:25:00.0;-16,2;1;0;-31,6;15,8;-15,9;;;;
2025-08-17 01:30:00.0;-16;1;0;-31,7;16;-15,7;;;;
2025-08-17 01:35:00.0;-15,8;1;0;-31,6;16,2;-15,5;;;;
2025-08-17 01:40:00.0;-15,4;1;0;-31,5;16,2;-15,4;;;;
2025-08-17 01:45:00.0;-17,1;1;0;-32,3;15,5;-16,9;;;;
2025-08-17 01:50:00.0;-17,7;1;0;-32,6;15;-17,6;;;;
2025-08-17 01:55:00.0;-18,3;1;0;-32,7;14,6;-18,1;;;;
2025-08-17 02:00:00.0;-18,6;1;0;-32,8;14,3;-18,5;;;;
2025-08-17 02:05:00.0;-19;1;0;-33;14;-19;;;;
2025-08-17 02:10:00.0;-19,2;1;0;-33,1;13,8;-19,2;;;;
2025-08-17 02:15:00.0;-19,4;1;0;-33,1;13,7;-19,4;;;;
2025-08-17 02:20:00.0;-19,6;1;0;-33,1;13,6;-19,6;;;;
2025-08-17 02:25:00.0;-19,7;1;0;-33,2;13,5;-19,7;;;;
2025-08-17 02:30:00.0;-19,9;1;0;-33,2;13,4;-19,9;;;;
2025-08-17 02:35:00.0;-20;1;0;-33,3;13,3;-20;;;;
2025-08-17 02:40:00.0;-20,1;1;0;-33,4;13,3;-20,1;;;;
2025-08-17 02:45:00.0;-20,2;1;0;-33,3;13,2;-20,2;;;;
2025-08-17 02:50:00.0;-20,2;1;0;-31,3;11,2;-20,2;;;;
2025-08-17 02:55:00.0;-20,2;1;0;-31,1;10,9;-20,2;;;;
2025-08-17 03:00:00.0;-20,2;1;0;-31,1;11;-20,2;;;;
2025-08-17 03:05:00.0;-20,2;1;0;-30,3;10,1;-20,2;;;;
2025-08-17 03:10:00.0;-20,1;1;0;-30,2;10,1;-20,1;;;;
2025-08-17 03:15:00.0;-20,2;1;0;-30,2;10;-20,2;;;;
2025-08-17 03:20:00.0;-20,2;1;0;-30,2;10;-20,1;;;;
2025-08-17 03:25:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 03:30:00.0;-20,1;1;0;-30,2;10,2;-20,1;;;;
2025-08-17 03:35:00.0;-20;1;0;-30,1;10,1;-20;;;;
2025-08-17 03:40:00.0;-20;1;0;-30;10;-20;;;;
2025-08-17 03:45:00.0;-20;1;0;-30;10,1;-19,9;;;;
2025-08-17 03:50:00.0;-20;1;0;-30;10;-20;;;;
2025-08-17 03:55:00.0;-20;1;0;-29,7;9,8;-19,9;;;;
2025-08-17 04:00:00.0;-19,9;1;0;-29,7;9,8;-19,9;;;;
2025-08-17 04:05:00.0;-19,9;1;0;-29,7;9,8;-19,8;;;;
2025-08-17 04:10:00.0;-19,8;1;0;-30,7;10,9;-19,8;;;;
2025-08-17 04:15:00.0;-19,9;1;0;-31,1;11,3;-19,8;;;;
2025-08-17 04:20:00.0;-19,9;1;0;-31,1;11,2;-19,9;;;;
2025-08-17 04:25:00.0;-19,8;1;0;-31,4;11,6;-19,8;;;;
2025-08-17 04:30:00.0;-19,9;1;0;-31,4;11,5;-19,9;;;;
2025-08-17 04:35:00.0;-19,9;1;0;-31,5;11,7;-19,9;;;;
2025-08-17 04:40:00.0;-19,9;1;0;-31,5;11,6;-19,9;;;;
2025-08-17 04:45:00.0;-20;1;0;-31,5;11,5;-20;;;;
2025-08-17 04:50:00.0;-20;1;0;-31,6;11,7;-20;;;;
2025-08-17 04:55:00.0;-20;1;0;-31,6;11,6;-20;;;;
2025-08-17 05:00:00.0;-20,1;1;0;-33;12,9;-20,1;;;;
2025-08-17 05:05:00.0;-20,2;1;0;-32,3;12,2;-20,2;;;;
2025-08-17 05:10:00.0;-20,2;1;0;-29,9;9,8;-20,1;;;;
2025-08-17 05:15:00.0;-20,2;1;0;-30,2;10,1;-20,1;;;;
2025-08-17 05:20:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 05:25:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 05:30:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 05:35:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 05:40:00.0;-20,2;1;0;-30,1;10;-20,2;;;;
2025-08-17 05:45:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 05:50:00.0;-20,2;1;0;-29,6;9,5;-20,1;;;;
2025-08-17 05:55:00.0;-20,1;1;0;-29,9;9,8;-20,1;;;;
2025-08-17 06:00:00.0;-20,2;1;0;-30;9,9;-20,1;;;;
2025-08-17 06:05:00.0;-20,2;1;0;-30,1;9,9;-20,1;;;;
2025-08-17 06:10:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 06:15:00.0;-20,2;1;0;-30;9,9;-20,1;;;;
2025-08-17 06:20:00.0;-20,2;1;0;-29,3;9,2;-20,1;;;;
2025-08-17 06:25:00.0;-20,1;1;0;-29,8;9,6;-20,1;;;;
2025-08-17 06:30:00.0;-20,1;1;0;-30;9,9;-20,1;;;;
2025-08-17 06:35:00.0;-20,1;1;0;-30;9,9;-20,1;;;;
2025-08-17 06:40:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 06:45:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 06:50:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 06:55:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 07:00:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 07:05:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 07:10:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 07:15:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 07:20:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 07:25:00.0;-20,2;1;0;-29,8;9,6;-20,1;;;;
2025-08-17 07:30:00.0;-20,2;1;0;-29,7;9,6;-20,1;;;;
2025-08-17 07:35:00.0;-20,1;1;0;-29,9;9,8;-20,1;;;;
2025-08-17 07:40:00.0;-20,1;1;0;-30;9,9;-20,1;;;;
2025-08-17 07:45:00.0;-20,1;1;0;-30;10;-20,1;;;;
2025-08-17 07:50:00.0;-20,1;1;0;-30,1;10;-20;;;;
2025-08-17 07:55:00.0;-20,1;1;0;-30;10;-20,1;;;;
2025-08-17 08:00:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:05:00.0;-20,1;1;0;-30;10;-20,1;;;;
2025-08-17 08:10:00.0;-20,2;1;0;-30;9,9;-20,1;;;;
2025-08-17 08:15:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:20:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:25:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:30:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:35:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:40:00.0;-20,1;1;0;-30;10;-20,1;;;;
2025-08-17 08:45:00.0;-20,1;1;0;-30;10;-20,1;;;;
2025-08-17 08:50:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 08:55:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 09:00:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 09:05:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 09:10:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 09:15:00.0;-18,9;1;0;-33;14,2;-18,7;;;;
2025-08-17 09:20:00.0;-18,8;1;0;-33;14,4;-18,6;;;;
2025-08-17 09:25:00.0;-18,8;1;0;-32,9;14,2;-18,7;;;;
2025-08-17 09:30:00.0;-18,7;1;0;-33;14,4;-18,5;;;;
2025-08-17 09:35:00.0;-18,5;1;0;-32,7;14,5;-18,2;;;;
2025-08-17 09:40:00.0;-18,1;1;0;-32,5;14,7;-17,8;;;;
2025-08-17 09:45:00.0;-17,6;1;0;-32,4;15,2;-17,2;;;;
2025-08-17 09:50:00.0;-17,3;1;0;-32,3;15,4;-16,9;;;;
2025-08-17 09:55:00.0;-17,1;1;0;-32,2;15,6;-16,6;;;;
2025-08-17 10:00:00.0;-16,8;1;0;-32,2;15,8;-16,4;;;;
2025-08-17 10:05:00.0;-16,5;1;0;-32,1;16;-16,1;;;;
2025-08-17 10:10:00.0;-16,3;1;0;-32,1;16,1;-16,1;;;;
2025-08-17 10:15:00.0;-16,9;1;0;-32,4;15,7;-16,7;;;;
2025-08-17 10:20:00.0;-17,9;1;0;-32,8;15,1;-17,7;;;;
2025-08-17 10:25:00.0;-18,5;1;0;-33;14,6;-18,4;;;;
2025-08-17 10:30:00.0;-19,2;1;0;-33,2;14,1;-19,1;;;;
2025-08-17 10:35:00.0;-19,5;1;0;-33,4;13,9;-19,5;;;;
2025-08-17 10:40:00.0;-19,8;1;0;-33,5;13,7;-19,7;;;;
2025-08-17 10:45:00.0;-20;1;0;-33,5;13,5;-19,9;;;;
2025-08-17 10:50:00.0;-20,2;1;0;-33,5;13,4;-20,1;;;;
2025-08-17 10:55:00.0;-20,2;1;0;-30,5;10,4;-20,1;;;;
2025-08-17 11:00:00.0;-20,2;1;0;-29,8;9,7;-20,1;;;;
2025-08-17 11:05:00.0;-20,1;1;0;-29,9;9,8;-20,1;;;;
2025-08-17 11:10:00.0;-20,2;1;0;-30;9,9;-20,1;;;;
2025-08-17 11:15:00.0;-20,2;1;0;-30,1;9,9;-20,1;;;;
2025-08-17 11:20:00.0;-20,2;1;0;-29,5;9,4;-20,1;;;;
2025-08-17 11:25:00.0;-20,2;1;0;-29,8;9,8;-20,1;;;;
2025-08-17 11:30:00.0;-20,2;1;0;-30;9,9;-20,1;;;;
2025-08-17 11:35:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 11:40:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 11:45:00.0;-20,2;1;0;-30,1;10;-20,1;;;;
2025-08-17 11:50:00.0;-20,2;1;0;-29,3;9,2;-20,1;;;;
2025-08-17 11:55:00.0;-20,1;1;0;-29,7;9,6;-20,1;;;;
2025-08-17 12:00:00.0;-20,1;0;1;-33,1;12,8;-20,3;;;;
2025-08-17 12:05:00.0;-18,9;0;1;-28,6;9,1;-19,6;;;;
2025-08-17 12:10:00.0;-17,8;0;1;-26,5;8,6;-17,9;;;;
2025-08-17 12:15:00.0;-16,7;0;1;-25,5;9,4;-16,2;;;;
2025-08-17 12:20:00.0;-16;0;1;-24,5;10,2;-14,2;;;;
2025-08-17 12:25:00.0;-14,6;0;1;-24,8;13,2;-11,7;;;;
2025-08-17 12:30:00.0;-14,3;0;1;-23,9;13,6;-10,3;;;;
2025-08-17 12:35:00.0;-13,4;0;1;-23;14,1;-8,9;;;;
2025-08-17 12:40:00.0;-13,3;0;1;-24,4;16,2;-8,3;;;;
2025-08-17 12:45:00.0;-13,3;0;1;-24;16,8;-7,2;;;;
2025-08-17 12:50:00.0;-16;0;0;-25,6;29,4;3,8;;;;
2025-08-17 12:55:00.0;-17,5;1;0;-34,4;22,5;-11,9;;;;
2025-08-17 13:00:00.0;-18,7;1;0;-32,6;14,7;-17,9;;;;
2025-08-17 13:05:00.0;-19,1;1;0;-32,7;13,9;-18,8;;;;
2025-08-17 13:10:00.0;-19,7;1;0;-32,9;13,3;-19,6;;;;
2025-08-17 13:15:00.0;-20;1;0;-33;13,1;-19,9;;;;
2025-08-17 13:20:00.0;-20,2;1;0;-33,2;13,1;-20,1;;;;
2025-08-17 13:25:00.0;-20,2;1;0;-30,2;10;-20,1;;;;
2025-08-17 13:30:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
2025-08-17 13:35:00.0;-20,1;1;0;-30;10;-20;;;;
2025-08-17 13:40:00.0;-20,1;1;0;-30,1;10;-20,1;;;;
