L1_SDR;;;;;;;
08/09/2025 00:00;15/09/2025 00:00;;;;;;
12061 Atacadão Bangu;;;;;;;
elielton.polityto;;;;;;;
 ;CPCO 11 - Eco2Pack L1 - Master - Cam Congelados - CC01;CPCO 11 - Eco2Pack L1 - Master - Cam Congelados - CC01;CPCO 11 - Eco2Pack L1 - Master - Cam Congelados - CC01;CPCO 11 - Eco2Pack L1 - Master - Cam Congelados - CC01;CPCO 11 - Eco2Pack L1 - Master - Cam Congelados - CC01;CPCO 11 - Eco2Pack L1 - Master - Cam Congelados - CC01;
 ;Temp ambiente;Comp;Degelo;Temp evap;SH;Temp succao; 
2025-09-11 05:20:00.0;-17,4;1;0;-28,4;11,1;-17,4;
2025-09-11 05:25:00.0;-17,2;1;0;-27,9;10,6;-17,3;
2025-09-11 05:30:00.0;-17;1;0;-27,5;10,4;-17,2;
2025-09-11 05:35:00.0;-17;1;0;-27,3;9,6;-17,7;
2025-09-11 05:40:00.0;-18,3;1;0;-28,5;9,5;-19,1;
2025-09-11 05:45:00.0;-19,3;1;0;-29,5;9,5;-20,1;
2025-09-11 05:50:00.0;-20;1;0;-30,3;9,6;-20,7;
2025-09-11 05:55:00.0;-20,3;1;0;-29;8,2;-20,8;
2025-09-11 06:00:00.0;-20,2;1;0;-26,8;6,4;-20,3;
2025-09-11 06:05:00.0;-20;1;0;-27,8;7,7;-20,1;
2025-09-11 06:10:00.0;-20,1;1;0;-28,4;8,3;-20,1;
2025-09-11 06:15:00.0;-20,1;1;0;-28,6;8,5;-20,1;
2025-09-11 06:20:00.0;-20,2;1;0;-29,3;9,1;-20,1;
2025-09-11 06:25:00.0;-19,5;1;0;-30,1;10,1;-20;
2025-09-11 06:30:00.0;-16,8;1;0;-29,3;12,2;-17,1;
2025-09-11 06:35:00.0;-16,5;1;0;-29,8;13,3;-16,5;
2025-09-11 06:40:00.0;-16,3;1;0;-29,2;12,7;-16,5;
2025-09-11 06:45:00.0;-16,4;1;0;-28,2;11,5;-16,7;
2025-09-11 06:50:00.0;-16,4;1;0;-27,7;10,8;-16,9;
2025-09-11 06:55:00.0;-16,4;1;0;-27,4;10,4;-17;
2025-09-11 07:00:00.0;-16,4;1;0;-27;9,8;-17,2;
2025-09-11 07:05:00.0;-16,4;1;0;-27,1;10;-17,1;
2025-09-11 07:10:00.0;-16,4;1;0;-27,1;9,9;-17,2;
2025-09-11 07:15:00.0;-16,3;1;0;-27,1;10;-17,1;
2025-09-11 07:20:00.0;-16,3;1;0;-27,1;10;-17,1;
2025-09-11 07:25:00.0;-16,3;1;0;-27,2;10;-17,2;
2025-09-11 07:30:00.0;-16,4;1;0;-27,2;10;-17,2;
2025-09-11 07:35:00.0;-16,3;1;0;-27,2;10;-17,3;
2025-09-11 07:40:00.0;-16,4;1;0;-27,2;10;-17,3;
2025-09-11 07:45:00.0;-16,3;1;0;-27,3;9,9;-17,3;
2025-09-11 07:50:00.0;-16,1;1;0;-27,3;10,1;-17,2;
2025-09-11 07:55:00.0;-16,1;1;0;-27,1;10;-17,2;
2025-09-11 08:00:00.0;-16,1;1;0;-27,2;10,1;-17,2;
2025-09-11 08:05:00.0;-16,1;1;0;-27,2;10;-17,3;
2025-09-11 08:10:00.0;-16;1;0;-27,3;10,1;-17,2;
2025-09-11 08:15:00.0;-14,4;1;1;-23,1;6,1;-17,1;
2025-09-11 08:20:00.0;-13,4;0;1;-29,9;16,1;-13,8;
2025-09-11 08:25:00.0;-12,5;0;1;-28,4;15,8;-12,6;
2025-09-11 08:30:00.0;-11,6;0;1;-27,1;16,1;-11;
2025-09-11 08:35:00.0;-11;0;1;-27,1;18,1;-9;
2025-09-11 08:40:00.0;-10,4;0;1;-25,3;17,6;-7,7;
2025-09-11 08:45:00.0;-10,1;0;1;-26,1;19,1;-7;
2025-09-11 08:50:00.0;-9,5;0;1;-24,4;18,5;-5,9;
2025-09-11 08:55:00.0;-8,9;0;1;-23,9;19;-4,9;
2025-09-11 09:00:00.0;-8,5;0;1;-17,6;16;-1,6;
2025-09-11 09:05:00.0;-11,8;1;0;-28,9;19,1;-9,8;
2025-09-11 09:10:00.0;-13,3;1;0;-27,2;14,3;-12,8;
2025-09-11 09:15:00.0;-12,1;1;0;-25,1;12,5;-12,6;
2025-09-11 09:20:00.0;-10,2;1;0;-23,4;13;-10,5;
2025-09-11 09:25:00.0;-9,8;1;0;-23,7;14;-9,7;
2025-09-11 09:30:00.0;-9,6;1;0;-23,4;13,8;-9,6;
2025-09-11 09:35:00.0;-9,9;1;0;-23,3;13,5;-9,8;
2025-09-11 09:40:00.0;-10,8;1;0;-24;13,3;-10,7;
2025-09-11 09:45:00.0;-10,5;1;0;-23,4;12,3;-11,1;
2025-09-11 09:50:00.0;-10,4;1;0;-23,3;12,6;-10,7;
2025-09-11 09:55:00.0;-12,8;1;0;-24,7;12;-12,8;
2025-09-11 10:00:00.0;-13,7;1;0;-25,3;11,2;-14,1;
2025-09-11 10:05:00.0;-15,3;1;0;-26;10,2;-15,8;
2025-09-11 10:10:00.0;-14,6;1;0;-25,8;10,7;-15,1;
2025-09-11 10:15:00.0;-15,2;1;0;-25,9;10,5;-15,4;
2025-09-11 10:20:00.0;-16,1;1;0;-27;10,5;-16,5;
2025-09-11 10:25:00.0;-16,9;1;0;-27,4;9,9;-17,5;
2025-09-11 10:30:00.0;-17,4;1;0;-27,9;9,8;-18,1;
2025-09-11 10:35:00.0;-16,7;1;0;-27,5;9,8;-17,7;
2025-09-11 10:40:00.0;-15,7;1;0;-26,6;10,4;-16,2;
2025-09-11 10:45:00.0;-15,5;1;0;-26,6;10,5;-16,1;
2025-09-11 10:50:00.0;-15,4;1;0;-26,6;10,7;-15,9;
2025-09-11 10:55:00.0;-15,4;1;0;-26,5;10,6;-15,9;
2025-09-11 11:00:00.0;-15,8;1;0;-26,8;10,5;-16,2;
2025-09-11 11:05:00.0;-16,7;1;0;-27,4;10;-17,4;
2025-09-11 11:10:00.0;-16,6;1;0;-27,3;10,1;-17,2;
2025-09-11 11:15:00.0;-17,3;1;0;-28;9,8;-18,1;
2025-09-11 11:20:00.0;-17,8;1;0;-28,4;9,7;-18,7;
2025-09-11 11:25:00.0;-16,2;1;0;-27,4;10,3;-17;
2025-09-11 11:30:00.0;-16,3;1;0;-27,3;10,1;-17,2;
2025-09-11 11:35:00.0;-16,8;1;0;-27,5;10;-17,6;
2025-09-11 11:40:00.0;-17,2;1;0;-27,9;9,9;-18;
2025-09-11 11:45:00.0;-16,2;1;0;-27,3;10,2;-17,1;
2025-09-11 11:50:00.0;-15,6;1;0;-26,8;10,5;-16,3;
2025-09-11 11:55:00.0;-15,1;1;0;-26,5;10,8;-15,7;
2025-09-11 12:00:00.0;-16;1;0;-27,1;10,4;-16,7;
2025-09-11 12:05:00.0;-16,9;1;0;-27,6;9,9;-17,8;
2025-09-11 12:10:00.0;-16;1;0;-27;10;-17;
2025-09-11 12:15:00.0;-15,7;1;1;-23,4;7,2;-16,4;
2025-09-11 12:20:00.0;-14,5;1;1;-29,3;14,9;-14,4;
2025-09-11 12:25:00.0;-13,4;0;1;-27,5;14,4;-13,1;
2025-09-11 12:30:00.0;-12,8;0;1;-26,6;15;-11,6;
2025-09-11 12:35:00.0;-12,3;0;1;-25,8;15,6;-10,3;
2025-09-11 12:40:00.0;-12,2;0;1;-25,8;17,3;-8,5;
2025-09-11 12:45:00.0;-11,7;0;1;-24,3;16,8;-7,5;
2025-09-11 12:50:00.0;-11,4;0;1;-25,2;18,3;-6,9;
2025-09-11 12:55:00.0;-11,3;0;1;-24,1;17,9;-6,1;
2025-09-11 13:00:00.0;-11,5;0;1;-18,8;20,4;1,5;
2025-09-11 13:05:00.0;-14,5;1;0;-29,7;17;-12,7;
2025-09-11 13:10:00.0;-15,3;1;0;-28,5;13,6;-14,9;
2025-09-11 13:15:00.0;-14,3;1;0;-26,8;12;-14,8;
2025-09-11 13:20:00.0;-15;1;0;-26,3;11,5;-14,8;
2025-09-11 13:25:00.0;-14,8;1;0;-25,4;10,7;-14,7;
2025-09-11 13:30:00.0;-14,9;1;0;-25,3;10,4;-14,9;
2025-09-11 13:35:00.0;-12,3;1;0;-23,8;11,6;-12,3;
2025-09-11 13:40:00.0;-12,8;1;0;-24,2;11,6;-12,6;
2025-09-11 13:45:00.0;-13,7;1;0;-24,7;10,9;-13,8;
2025-09-11 13:50:00.0;-13,3;1;0;-24,6;11,2;-13,4;
2025-09-11 13:55:00.0;-14,8;1;0;-25,6;10,6;-15;
2025-09-11 14:00:00.0;-15,9;1;0;-26,4;10;-16,3;
2025-09-11 14:05:00.0;-15,5;1;0;-26;10,3;-15,7;
2025-09-11 14:10:00.0;-16,6;1;0;-26,9;9,8;-17,1;
2025-09-11 14:15:00.0;-16,6;1;0;-27;9,8;-17,1;
2025-09-11 14:20:00.0;-17,1;1;0;-27,4;9,8;-17,6;
2025-09-11 14:25:00.0;-17,6;1;0;-28;9,8;-18,2;
2025-09-11 14:30:00.0;-18,1;1;0;-28,6;9,8;-18,8;
2025-09-11 14:35:00.0;-16,4;1;0;-27,3;10,3;-17,1;
2025-09-11 14:40:00.0;-15,8;1;0;-26,7;10,4;-16,3;
2025-09-11 14:45:00.0;-15,5;1;0;-26,3;10,3;-16;
2025-09-11 14:50:00.0;-16,3;1;0;-26,8;10,1;-16,7;
2025-09-11 14:55:00.0;-17,3;1;0;-27,7;9,7;-18;
2025-09-11 15:00:00.0;-17,5;1;0;-28,1;9,8;-18,3;
2025-09-11 15:05:00.0;-18;1;0;-28,5;9,8;-18,7;
2025-09-11 15:10:00.0;-18,3;1;0;-28,9;9,8;-19,1;
2025-09-11 15:15:00.0;-18,8;1;0;-29,4;9,8;-19,6;
2025-09-11 15:20:00.0;-19;1;0;-29,7;9,9;-19,8;
2025-09-11 15:25:00.0;-19,1;1;0;-29,8;9,8;-20;
2025-09-11 15:30:00.0;-18,9;1;0;-29,8;9,9;-19,8;
2025-09-11 15:35:00.0;-17,4;1;0;-28,7;10,4;-18,3;
2025-09-11 15:40:00.0;-18,2;1;0;-29;10,1;-18,9;
2025-09-11 15:45:00.0;-16,4;1;0;-27,6;10,6;-17;
2025-09-11 15:50:00.0;-16,3;1;0;-27,2;10,4;-16,8;
2025-09-11 15:55:00.0;-15,7;1;0;-26,4;10,1;-16,4;
2025-09-11 16:00:00.0;-15,3;1;0;-26,3;10,4;-15,9;
2025-09-11 16:05:00.0;-15,1;1;0;-26,2;10,6;-15,6;
2025-09-11 16:10:00.0;-14,9;1;0;-26,1;10,7;-15,4;
2025-09-11 16:15:00.0;-14,1;1;1;-25,1;9,3;-15,8;
2025-09-11 16:20:00.0;-12;0;1;-29,5;16,9;-12,6;
2025-09-11 16:25:00.0;-10,9;0;1;-27,6;16,4;-11,3;
2025-09-11 16:30:00.0;-9,9;0;1;-26,6;16,8;-9,7;
2025-09-11 16:35:00.0;-9,6;0;1;-27;18,7;-8,3;
2025-09-11 16:40:00.0;-9,1;0;1;-26,3;19,3;-7;
2025-09-11 16:45:00.0;-9,2;0;1;-25,2;19,7;-5,5;
2025-09-11 16:50:00.0;-8,8;0;1;-26,3;21,5;-4,9;
2025-09-11 16:55:00.0;-8,5;0;1;-24,9;20,8;-4;
2025-09-11 17:00:00.0;-7,8;0;1;-26,4;22,8;-3,6;
2025-09-11 17:05:00.0;-9,2;1;0;-26,3;17,7;-8,6;
2025-09-11 17:10:00.0;-9,5;1;0;-24,3;14,4;-9,8;
2025-09-11 17:15:00.0;-9,5;1;0;-23,8;14,2;-9,7;
2025-09-11 17:20:00.0;---;---;---;---;---;---;
2025-09-11 17:25:00.0;---;---;---;---;---;---;
2025-09-11 17:30:00.0;---;---;---;---;---;---;
2025-09-11 17:35:00.0;---;---;---;---;---;---;
2025-09-11 17:40:00.0;---;---;---;---;---;---;
2025-09-11 17:45:00.0;---;---;---;---;---;---;
2025-09-11 17:50:00.0;---;---;---;---;---;---;
2025-09-11 17:55:00.0;---;---;---;---;---;---;
2025-09-11 18:00:00.0;---;---;---;---;---;---;
2025-09-11 18:05:00.0;---;---;---;---;---;---;
2025-09-11 18:10:00.0;---;---;---;---;---;---;
2025-09-11 18:15:00.0;---;---;---;---;---;---;
2025-09-11 18:20:00.0;---;---;---;---;---;---;
2025-09-11 18:25:00.0;---;---;---;---;---;---;
2025-09-11 18:30:00.0;---;---;---;---;---;---;
2025-09-11 18:35:00.0;---;---;---;---;---;---;
2025-09-11 18:40:00.0;---;---;---;---;---;---;
2025-09-11 18:45:00.0;---;---;---;---;---;---;
2025-09-11 18:50:00.0;---;---;---;---;---;---;
2025-09-11 18:55:00.0;---;---;---;---;---;---;
2025-09-11 19:00:00.0;---;---;---;---;---;---;
2025-09-11 19:05:00.0;---;---;---;---;---;---;
2025-09-11 19:10:00.0;---;---;---;---;---;---;
2025-09-11 19:15:00.0;---;---;---;---;---;---;
2025-09-11 19:20:00.0;---;---;---;---;---;---;
2025-09-11 19:25:00.0;---;---;---;---;---;---;
2025-09-11 19:30:00.0;---;---;---;---;---;---;
2025-09-11 19:35:00.0;---;---;---;---;---;---;
2025-09-11 19:40:00.0;---;---;---;---;---;---;
2025-09-11 19:45:00.0;---;---;---;---;---;---;
2025-09-11 19:50:00.0;---;---;---;---;---;---;
2025-09-11 19:55:00.0;---;---;---;---;---;---;
2025-09-11 20:00:00.0;---;---;---;---;---;---;
2025-09-11 20:05:00.0;---;---;---;---;---;---;
2025-09-11 20:10:00.0;---;---;---;---;---;---;
2025-09-11 20:15:00.0;---;---;---;---;---;---;
2025-09-11 20:20:00.0;---;---;---;---;---;---;
2025-09-11 20:25:00.0;---;---;---;---;---;---;
2025-09-11 20:30:00.0;---;---;---;---;---;---;
2025-09-11 20:35:00.0;---;---;---;---;---;---;
2025-09-11 20:40:00.0;---;---;---;---;---;---;
2025-09-11 20:45:00.0;---;---;---;---;---;---;
2025-09-11 20:50:00.0;---;---;---;---;---;---;
2025-09-11 20:55:00.0;---;---;---;---;---;---;
2025-09-11 21:00:00.0;---;---;---;---;---;---;
2025-09-11 21:05:00.0;---;---;---;---;---;---;
2025-09-11 21:10:00.0;---;---;---;---;---;---;
2025-09-11 21:15:00.0;---;---;---;---;---;---;
2025-09-11 21:20:00.0;---;---;---;---;---;---;
2025-09-11 21:25:00.0;---;---;---;---;---;---;
2025-09-11 21:30:00.0;---;---;---;---;---;---;
2025-09-11 21:35:00.0;---;---;---;---;---;---;
2025-09-11 21:40:00.0;---;---;---;---;---;---;
2025-09-11 21:45:00.0;---;---;---;---;---;---;
2025-09-11 21:50:00.0;---;---;---;---;---;---;
2025-09-11 21:55:00.0;---;---;---;---;---;---;
2025-09-11 22:00:00.0;---;---;---;---;---;---;
2025-09-11 22:05:00.0;---;---;---;---;---;---;
2025-09-11 22:10:00.0;---;---;---;---;---;---;
2025-09-11 22:15:00.0;---;---;---;---;---;---;
2025-09-11 22:20:00.0;---;---;---;---;---;---;
2025-09-11 22:25:00.0;---;---;---;---;---;---;
2025-09-11 22:30:00.0;---;---;---;---;---;---;
2025-09-11 22:35:00.0;---;---;---;---;---;---;
2025-09-11 22:40:00.0;---;---;---;---;---;---;
2025-09-11 22:45:00.0;---;---;---;---;---;---;
2025-09-11 22:50:00.0;---;---;---;---;---;---;
2025-09-11 22:55:00.0;---;---;---;---;---;---;
2025-09-11 23:00:00.0;---;---;---;---;---;---;
2025-09-11 23:05:00.0;---;---;---;---;---;---;
2025-09-11 23:10:00.0;---;---;---;---;---;---;
2025-09-11 23:15:00.0;---;---;---;---;---;---;
2025-09-11 23:20:00.0;---;---;---;---;---;---;
2025-09-11 23:25:00.0;---;---;---;---;---;---;
2025-09-11 23:30:00.0;---;---;---;---;---;---;
2025-09-11 23:35:00.0;---;---;---;---;---;---;
2025-09-11 23:40:00.0;---;---;---;---;---;---;
2025-09-11 23:45:00.0;---;---;---;---;---;---;
2025-09-11 23:50:00.0;---;---;---;---;---;---;
2025-09-11 23:55:00.0;---;---;---;---;---;---;
2025-09-12 00:00:00.0;---;---;---;---;---;---;
2025-09-12 00:05:00.0;---;---;---;---;---;---;
2025-09-12 00:10:00.0;---;---;---;---;---;---;
2025-09-12 00:15:00.0;---;---;---;---;---;---;
2025-09-12 00:20:00.0;---;---;---;---;---;---;
2025-09-12 00:25:00.0;---;---;---;---;---;---;
2025-09-12 00:30:00.0;---;---;---;---;---;---;
2025-09-12 00:35:00.0;---;---;---;---;---;---;
2025-09-12 00:40:00.0;---;---;---;---;---;---;
2025-09-12 00:45:00.0;---;---;---;---;---;---;
2025-09-12 00:50:00.0;---;---;---;---;---;---;
2025-09-12 00:55:00.0;---;---;---;---;---;---;
2025-09-12 01:00:00.0;---;---;---;---;---;---;
2025-09-12 01:05:00.0;---;---;---;---;---;---;
2025-09-12 01:10:00.0;---;---;---;---;---;---;
2025-09-12 01:15:00.0;---;---;---;---;---;---;
2025-09-12 01:20:00.0;---;---;---;---;---;---;
2025-09-12 01:25:00.0;---;---;---;---;---;---;
2025-09-12 01:30:00.0;---;---;---;---;---;---;
2025-09-12 01:35:00.0;---;---;---;---;---;---;
2025-09-12 01:40:00.0;---;---;---;---;---;---;
2025-09-12 01:45:00.0;---;---;---;---;---;---;
2025-09-12 01:50:00.0;---;---;---;---;---;---;
2025-09-12 01:55:00.0;---;---;---;---;---;---;
2025-09-12 02:00:00.0;---;---;---;---;---;---;
2025-09-12 02:05:00.0;---;---;---;---;---;---;
2025-09-12 02:10:00.0;---;---;---;---;---;---;
2025-09-12 02:15:00.0;---;---;---;---;---;---;
2025-09-12 02:20:00.0;---;---;---;---;---;---;
2025-09-12 02:25:00.0;---;---;---;---;---;---;
2025-09-12 02:30:00.0;---;---;---;---;---;---;
2025-09-12 02:35:00.0;---;---;---;---;---;---;
2025-09-12 02:40:00.0;---;---;---;---;---;---;
2025-09-12 02:45:00.0;---;---;---;---;---;---;
2025-09-12 02:50:00.0;---;---;---;---;---;---;
2025-09-12 02:55:00.0;---;---;---;---;---;---;
2025-09-12 03:00:00.0;---;---;---;---;---;---;
2025-09-12 03:05:00.0;---;---;---;---;---;---;
2025-09-12 03:10:00.0;---;---;---;---;---;---;
2025-09-12 03:15:00.0;---;---;---;---;---;---;
2025-09-12 03:20:00.0;---;---;---;---;---;---;
2025-09-12 03:25:00.0;---;---;---;---;---;---;
2025-09-12 03:30:00.0;---;---;---;---;---;---;
2025-09-12 03:35:00.0;---;---;---;---;---;---;
2025-09-12 03:40:00.0;---;---;---;---;---;---;
2025-09-12 03:45:00.0;---;---;---;---;---;---;
2025-09-12 03:50:00.0;---;---;---;---;---;---;
2025-09-12 03:55:00.0;---;---;---;---;---;---;
2025-09-12 04:00:00.0;---;---;---;---;---;---;
2025-09-12 04:05:00.0;---;---;---;---;---;---;
2025-09-12 04:10:00.0;---;---;---;---;---;---;
2025-09-12 04:15:00.0;---;---;---;---;---;---;
2025-09-12 04:20:00.0;---;---;---;---;---;---;
2025-09-12 04:25:00.0;---;---;---;---;---;---;
2025-09-12 04:30:00.0;---;---;---;---;---;---;
2025-09-12 04:35:00.0;---;---;---;---;---;---;
2025-09-12 04:40:00.0;---;---;---;---;---;---;
2025-09-12 04:45:00.0;---;---;---;---;---;---;
2025-09-12 04:50:00.0;---;---;---;---;---;---;
2025-09-12 04:55:00.0;---;---;---;---;---;---;
2025-09-12 05:00:00.0;---;---;---;---;---;---;
2025-09-12 05:05:00.0;---;---;---;---;---;---;
2025-09-12 05:10:00.0;---;---;---;---;---;---;
2025-09-12 05:15:00.0;---;---;---;---;---;---;
2025-09-12 05:20:00.0;---;---;---;---;---;---;
2025-09-12 05:25:00.0;---;---;---;---;---;---;
2025-09-12 05:30:00.0;---;---;---;---;---;---;
2025-09-12 05:35:00.0;---;---;---;---;---;---;
2025-09-12 05:40:00.0;---;---;---;---;---;---;
2025-09-12 05:45:00.0;---;---;---;---;---;---;
2025-09-12 05:50:00.0;---;---;---;---;---;---;
2025-09-12 05:55:00.0;---;---;---;---;---;---;
2025-09-12 06:00:00.0;---;---;---;---;---;---;
2025-09-12 06:05:00.0;---;---;---;---;---;---;
2025-09-12 06:10:00.0;---;---;---;---;---;---;
2025-09-12 06:15:00.0;---;---;---;---;---;---;
2025-09-12 06:20:00.0;---;---;---;---;---;---;
2025-09-12 06:25:00.0;---;---;---;---;---;---;
2025-09-12 06:30:00.0;---;---;---;---;---;---;
2025-09-12 06:35:00.0;---;---;---;---;---;---;
2025-09-12 06:40:00.0;---;---;---;---;---;---;
2025-09-12 06:45:00.0;---;---;---;---;---;---;
2025-09-12 06:50:00.0;---;---;---;---;---;---;
2025-09-12 06:55:00.0;---;---;---;---;---;---;
2025-09-12 07:00:00.0;---;---;---;---;---;---;
2025-09-12 07:05:00.0;---;---;---;---;---;---;
2025-09-12 07:10:00.0;---;---;---;---;---;---;
2025-09-12 07:15:00.0;---;---;---;---;---;---;
2025-09-12 07:20:00.0;---;---;---;---;---;---;
2025-09-12 07:25:00.0;---;---;---;---;---;---;
2025-09-12 07:30:00.0;---;---;---;---;---;---;
2025-09-12 07:35:00.0;---;---;---;---;---;---;
2025-09-12 07:40:00.0;---;---;---;---;---;---;
2025-09-12 07:45:00.0;---;---;---;---;---;---;
2025-09-12 07:50:00.0;---;---;---;---;---;---;
2025-09-12 07:55:00.0;---;---;---;---;---;---;
2025-09-12 08:00:00.0;---;---;---;---;---;---;
2025-09-12 08:05:00.0;---;---;---;---;---;---;
2025-09-12 08:10:00.0;---;---;---;---;---;---;
2025-09-12 08:15:00.0;---;---;---;---;---;---;
2025-09-12 08:20:00.0;---;---;---;---;---;---;
2025-09-12 08:25:00.0;---;---;---;---;---;---;
2025-09-12 08:30:00.0;---;---;---;---;---;---;
2025-09-12 08:35:00.0;---;---;---;---;---;---;
2025-09-12 08:40:00.0;---;---;---;---;---;---;
2025-09-12 08:45:00.0;---;---;---;---;---;---;
2025-09-12 08:50:00.0;---;---;---;---;---;---;
2025-09-12 08:55:00.0;---;---;---;---;---;---;
2025-09-12 09:00:00.0;---;---;---;---;---;---;
2025-09-12 09:05:00.0;---;---;---;---;---;---;
2025-09-12 09:10:00.0;---;---;---;---;---;---;
2025-09-12 09:15:00.0;---;---;---;---;---;---;
2025-09-12 09:20:00.0;---;---;---;---;---;---;
2025-09-12 09:25:00.0;---;---;---;---;---;---;
2025-09-12 09:30:00.0;---;---;---;---;---;---;
2025-09-12 09:35:00.0;---;---;---;---;---;---;
2025-09-12 09:40:00.0;---;---;---;---;---;---;
2025-09-12 09:45:00.0;---;---;---;---;---;---;
2025-09-12 09:50:00.0;---;---;---;---;---;---;
2025-09-12 09:55:00.0;---;---;---;---;---;---;
2025-09-12 10:00:00.0;---;---;---;---;---;---;
2025-09-12 10:05:00.0;---;---;---;---;---;---;
2025-09-12 10:10:00.0;---;---;---;---;---;---;
2025-09-12 10:15:00.0;---;---;---;---;---;---;
2025-09-12 10:20:00.0;---;---;---;---;---;---;
2025-09-12 10:25:00.0;---;---;---;---;---;---;
2025-09-12 10:30:00.0;---;---;---;---;---;---;
2025-09-12 10:35:00.0;---;---;---;---;---;---;
2025-09-12 10:40:00.0;---;---;---;---;---;---;
2025-09-12 10:45:00.0;---;---;---;---;---;---;
2025-09-12 10:50:00.0;---;---;---;---;---;---;
2025-09-12 10:55:00.0;---;---;---;---;---;---;
2025-09-12 11:00:00.0;---;---;---;---;---;---;
2025-09-12 11:05:00.0;---;---;---;---;---;---;
2025-09-12 11:10:00.0;---;---;---;---;---;---;
2025-09-12 11:15:00.0;---;---;---;---;---;---;
2025-09-12 11:20:00.0;---;---;---;---;---;---;
2025-09-12 11:25:00.0;---;---;---;---;---;---;
2025-09-12 11:30:00.0;---;---;---;---;---;---;
2025-09-12 11:35:00.0;---;---;---;---;---;---;
2025-09-12 11:40:00.0;---;---;---;---;---;---;
2025-09-12 11:45:00.0;---;---;---;---;---;---;
2025-09-12 11:50:00.0;---;---;---;---;---;---;
2025-09-12 11:55:00.0;---;---;---;---;---;---;
2025-09-12 12:00:00.0;---;---;---;---;---;---;
2025-09-12 12:05:00.0;---;---;---;---;---;---;
2025-09-12 12:10:00.0;---;---;---;---;---;---;
2025-09-12 12:15:00.0;---;---;---;---;---;---;
2025-09-12 12:20:00.0;---;---;---;---;---;---;
2025-09-12 12:25:00.0;---;---;---;---;---;---;
2025-09-12 12:30:00.0;---;---;---;---;---;---;
2025-09-12 12:35:00.0;---;---;---;---;---;---;
2025-09-12 12:40:00.0;---;---;---;---;---;---;
2025-09-12 12:45:00.0;---;---;---;---;---;---;
2025-09-12 12:50:00.0;---;---;---;---;---;---;
2025-09-12 12:55:00.0;---;---;---;---;---;---;
2025-09-12 13:00:00.0;---;---;---;---;---;---;
2025-09-12 13:05:00.0;---;---;---;---;---;---;
2025-09-12 13:10:00.0;---;---;---;---;---;---;
2025-09-12 13:15:00.0;---;---;---;---;---;---;
2025-09-12 13:20:00.0;---;---;---;---;---;---;
2025-09-12 13:25:00.0;---;---;---;---;---;---;
2025-09-12 13:30:00.0;---;---;---;---;---;---;
2025-09-12 13:35:00.0;---;---;---;---;---;---;
2025-09-12 13:40:00.0;---;---;---;---;---;---;
2025-09-12 13:45:00.0;---;---;---;---;---;---;
2025-09-12 13:50:00.0;---;---;---;---;---;---;
2025-09-12 13:55:00.0;---;---;---;---;---;---;
2025-09-12 14:00:00.0;---;---;---;---;---;---;
2025-09-12 14:05:00.0;---;---;---;---;---;---;
2025-09-12 14:10:00.0;---;---;---;---;---;---;
2025-09-12 14:15:00.0;---;---;---;---;---;---;
2025-09-12 14:20:00.0;---;---;---;---;---;---;
2025-09-12 14:25:00.0;---;---;---;---;---;---;
2025-09-12 14:30:00.0;---;---;---;---;---;---;
2025-09-12 14:35:00.0;---;---;---;---;---;---;
2025-09-12 14:40:00.0;---;---;---;---;---;---;
2025-09-12 14:45:00.0;---;---;---;---;---;---;
2025-09-12 14:50:00.0;---;---;---;---;---;---;
2025-09-12 14:55:00.0;---;---;---;---;---;---;
2025-09-12 15:00:00.0;---;---;---;---;---;---;
2025-09-12 15:05:00.0;---;---;---;---;---;---;
2025-09-12 15:10:00.0;---;---;---;---;---;---;
2025-09-12 15:15:00.0;---;---;---;---;---;---;
2025-09-12 15:20:00.0;---;---;---;---;---;---;
2025-09-12 15:25:00.0;---;---;---;---;---;---;
2025-09-12 15:30:00.0;---;---;---;---;---;---;
2025-09-12 15:35:00.0;---;---;---;---;---;---;
2025-09-12 15:40:00.0;---;---;---;---;---;---;
2025-09-12 15:45:00.0;---;---;---;---;---;---;
2025-09-12 15:50:00.0;---;---;---;---;---;---;
2025-09-12 15:55:00.0;---;---;---;---;---;---;
2025-09-12 16:00:00.0;---;---;---;---;---;---;
2025-09-12 16:05:00.0;---;---;---;---;---;---;
2025-09-12 16:10:00.0;---;---;---;---;---;---;
2025-09-12 16:15:00.0;---;---;---;---;---;---;
2025-09-12 16:20:00.0;---;---;---;---;---;---;
2025-09-12 16:25:00.0;---;---;---;---;---;---;
2025-09-12 16:30:00.0;---;---;---;---;---;---;
2025-09-12 16:35:00.0;---;---;---;---;---;---;
2025-09-12 16:40:00.0;---;---;---;---;---;---;
2025-09-12 16:45:00.0;---;---;---;---;---;---;
2025-09-12 16:50:00.0;---;---;---;---;---;---;
2025-09-12 16:55:00.0;---;---;---;---;---;---;
2025-09-12 17:00:00.0;---;---;---;---;---;---;
2025-09-12 17:05:00.0;---;---;---;---;---;---;
2025-09-12 17:10:00.0;---;---;---;---;---;---;
2025-09-12 17:15:00.0;---;---;---;---;---;---;
2025-09-12 17:20:00.0;---;---;---;---;---;---;
2025-09-12 17:25:00.0;---;---;---;---;---;---;
2025-09-12 17:30:00.0;---;---;---;---;---;---;
2025-09-12 17:35:00.0;---;---;---;---;---;---;
